jobtitle,similar_titles
técnico de mantenimiento de carreteras/técnica de mantenimiento de carreteras,"técnico de mantenimiento de carreteras/técnica de mantenimiento de carreteras
técnica de conservación y mantenimiento de carreteras
técnica de mantenimiento de carreteras
técnico de conservación y mantenimiento de carreteras
técnico de mantenimiento de carreteras"
responsable de apoyo a la contratación,"responsable de apoyo a la contratación
compradora junior
Asistente de Compras
comprador junior
Asistenta de Compras
empleada de adquisiciones
empleado de adquisiciones"
director de escuela primaria/directora de escuela primaria,"director de escuela primaria/directora de escuela primaria
director de escuela primaria
directora de escuela primaria"
biselador de vidrio/biseladora de vidrio,"biselador de vidrio/biseladora de vidrio
biselador de vidrio
biseladora de vidrio"
fabricante de vermú,"fabricante de vermú
operaria de la fabricación de vermú
encargada de la fabricación de vermú
responsable de la fabricación de vermú
operario de la fabricación de vermú
encargado de la fabricación de vermú"
coordinador/coordinadora de café verde,"coordinador/coordinadora de café verde
encargado de la coordinación de café verde
responsable de coordinación de café verde
encargada de la coordinación de café verde
responsable de la coordinación de café verde"
analista contable,"analista contable
analista de estados financieros"
operario de izaje en superficie/operaria de izaje en superficie,"operario de izaje en superficie/operaria de izaje en superficie
operario de izaje en superficie
operador de grúas, montacargas y de maquinaria similar de movimiento de elementos grandes o pesados
trabajador de operaciones de movimiento de grandes cargas
trabajadora de operaciones de movimiento de grandes cargas
operaria de izaje en superficie
operadora de grúas, montacargas y de maquinaria similar de movimiento de elementos grandes o pesados"
operador de buldócer/operadora de buldócer,"operador de buldócer/operadora de buldócer
operario de buldócer
operadora de buldócer
operaria de buldócer
operador de topadora
operadora de buldócer (movimiento de tierras)
operador de niveladora
operadora de niveladora
operador de buldócer (movimiento de tierras)
operadora de topadora
operador de buldócer"
operario de chatarrería/operaria de chatarrería,"operario de chatarrería/operaria de chatarrería
operaria de chatarrería
operario de chatarrería"
sargento del Ejército,"sargento del Ejército
subteniente
suboficial de la Armada
suboficial del Ejército del Aire
sargento primero
suboficial del Ejército de Tierra
brigada"
operador de traílla/operadora de traílla,"operador de traílla/operadora de traílla
operadora de traílla
operador de scraper
operadora de scraper
operador de traílla"
director de central de producción de energía/directora de central de producción de energía,"director de central de producción de energía/directora de central de producción de energía
director de central de energía
directora de central eléctrica
directora de central de energía
director de central eléctrica"
especialista en contratación pública,"especialista en contratación pública
oficial de contratación de adquisiciones públicas
oficiala de contratación de adquisiciones públicas
asesora de adquisiciones públicas
agente de contratación pública
especialista en adquisiciones y contratos públicos
consultora de contratación pública
consultor de contratación pública
asesor de adquisiciones públicas"
asesor sobre derechos del consumidor/asesora sobre derechos del consumidor,"asesor sobre derechos del consumidor/asesora sobre derechos del consumidor
asesor sobre derechos del consumidor
asesor de derechos del consumidor
asesora de derechos del consumidor
asesora sobre derechos del consumidor
técnica en consumo
técnico en consumo"
montador de haces de cables/montadora de haces de cables,"montador de haces de cables/montadora de haces de cables
ensamblador de haces de cables
montadora de haces de cables
ensambladora de haces de cables
montador de haces de cables"
operario de limpieza de trenes/operaria de limpieza de trenes,"operario de limpieza de trenes/operaria de limpieza de trenes
operaria de limpieza de trenes
operario de limpieza de trenes"
director artístico/director artística,"director artístico/director artística
directora de arte
director de arte
escenógrafa
escenógrafo
director artístico
directora artística"
limpiador doméstico/limpiadora doméstica,"limpiador doméstico/limpiadora doméstica
limpiador doméstico
limpiadora doméstica"
redactor jefe/redactora jefa,"redactor jefe/redactora jefa
redactora jefa
redactor jefe"
supervisor de planta de tratamiento de gas/supervisora de planta de tratamiento de gas,"supervisor de planta de tratamiento de gas/supervisora de planta de tratamiento de gas
coordinador de planta de tratamiento de gas
controladora de planta de tratamiento de gas
supervisor de planta de tratamiento de gas
jefa de operaciones de planta de tratamiento de gas
operador de planta de tratamiento de gas
coordinadora de planta de tratamiento de gas
supervisora de planta de tratamiento de gas
controlador de planta de tratamiento de gas
jefe de operaciones de planta de tratamiento de gas
operadora de planta de tratamiento de gas"
auditor energético/auditora energética,"auditor energético/auditora energética
auditora energética en industria
auditora de eficiencia energética en industria
auditora energética
auditor de eficiencia energética en industria
auditor energético en industria
auditor energético"
profesor de teatro/profesora de teatro,"profesor de teatro/profesora de teatro
profesora de teatro
profesor de teatro
profesor de arte dramático
profesora de arte dramático"
gestor de identidad en la nube/gestora de identidad en la nube,"gestor de identidad en la nube/gestora de identidad en la nube
gestor de identidad en la nube
gestora de identidad en la nube"
comprador de tejidos y material de confección/compradora de tejidos y material de confección,"comprador de tejidos y material de confección/compradora de tejidos y material de confección
compradora de diseño textil
compradora de moda
compradora de tejidos y material de confección
comprador de tejidos y material de confección
comprador de accesorios para confección
comprador de diseño textil
comprador de moda
compradora de accesorios para confección"
ingeniero de DevOps en la nube/ingeniera de DevOps en la nube,"ingeniero de DevOps en la nube/ingeniera de DevOps en la nube
ingeniero de DevOps en la nube
ingeniera de DevOps en la nube"
clasificador de productos/clasificadora de productos,"clasificador de productos/clasificadora de productos
clasificador de productos
clasificadora de productos"
director de museo/directora de museo,"director de museo/directora de museo
directora de museo
director de museo"
gestor de espacios botánico-hortícolas/gestora de espacios botánico-hortícolas,"gestor de espacios botánico-hortícolas/gestora de espacios botánico-hortícolas
conservador de jardín
jardinero
comisaria especializada en botánica y horticultura
comisario especializado en botánica y horticultura
conservador de huertas, invernaderos, viveros y jardines
gestor de espacios botánico-hortícolas
jardinera
conservadora de huertas, invernaderos, viveros y jardines
conservadora de jardín
conservadora botánica
conservador botánico
gestora de espacios botánico-hortícolas"
